기준월,행정동코드,매출금액,행정구역,총인구수,월유동인구수,년도,spatial_cluster
5,4111157200,272164,경기도 수원시 장안구 정자2동,38312,1497756.5,2025,2
6,4111157200,323804,경기도 수원시 장안구 정자2동,38243,1448488.8,2025,2
7,4111157300,274902228,경기도 수원시 장안구 정자3동,40050,694316.4,2023,2
8,4111157300,41369437,경기도 수원시 장안구 정자3동,39872,695759.25,2023,2
9,4111157300,738103,경기도 수원시 장안구 정자3동,39851,705658.1,2023,2
10,4111157300,661610,경기도 수원시 장안구 정자3동,39740,714892.1,2023,2
11,4111157300,590229,경기도 수원시 장안구 정자3동,39661,682493.06,2023,2
12,4111157300,606166,경기도 수원시 장안구 정자3동,39641,673174.0,2023,2
1,4111157300,555649,경기도 수원시 장안구 정자3동,39624,678063.6,2024,2
2,4111157300,535010,경기도 수원시 장안구 정자3동,39610,610088.0,2024,2
3,4111157300,448116,경기도 수원시 장안구 정자3동,39590,714748.0,2024,2
4,4111157300,703219,경기도 수원시 장안구 정자3동,39301,716657.44,2024,2
5,4111157300,571227,경기도 수원시 장안구 정자3동,39158,695419.0,2024,2
6,4111157300,785594,경기도 수원시 장안구 정자3동,39136,674474.06,2024,2
7,4111157300,708499,경기도 수원시 장안구 정자3동,39162,680891.0,2024,2
8,4111157300,658552,경기도 수원시 장안구 정자3동,39093,673080.25,2024,2
9,4111157300,914501,경기도 수원시 장안구 정자3동,39054,761922.44,2024,2
10,4111157300,610342,경기도 수원시 장안구 정자3동,39061,743955.3,2024,2
11,4111157300,727269,경기도 수원시 장안구 정자3동,39018,698878.1,2024,2
12,4111157300,795044,경기도 수원시 장안구 정자3동,39016,716734.4,2024,2
1,4111157300,1051511,경기도 수원시 장안구 정자3동,38937,729724.94,2025,2
2,4111157300,1177815,경기도 수원시 장안구 정자3동,38876,643428.1,2025,2
3,4111157300,910937,경기도 수원시 장안구 정자3동,38812,732644.75,2025,2
4,4111157300,833920,경기도 수원시 장안구 정자3동,38713,734593.8,2025,2
5,4111157300,922333,경기도 수원시 장안구 정자3동,38674,717949.6,2025,2
6,4111157300,801239,경기도 수원시 장안구 정자3동,38626,690842.0,2025,2
7,4111158000,33411040,경기도 수원시 장안구 영화동,19165,260519.95,2023,0
8,4111158000,4283255,경기도 수원시 장안구 영화동,19057,286291.47,2023,0
9,4111158000,404919,경기도 수원시 장안구 영화동,19008,312358.84,2023,0
10,4111158000,407164,경기도 수원시 장안구 영화동,18839,282059.5,2023,0
11,4111158000,402210,경기도 수원시 장안구 영화동,18704,280167.38,2023,0
12,4111158000,279032,경기도 수원시 장안구 영화동,18624,297870.88,2023,0
1,4111158000,423804,경기도 수원시 장안구 영화동,18589,364333.03,2024,0
2,4111158000,281669,경기도 수원시 장안구 영화동,18544,418246.4,2024,0
3,4111158000,168250,경기도 수원시 장안구 영화동,18484,409675.75,2024,0
4,4111158000,306342,경기도 수원시 장안구 영화동,18408,397945.88,2024,0
5,4111158000,259364,경기도 수원시 장안구 영화동,18335,405274.1,2024,0
6,4111158000,209288,경기도 수원시 장안구 영화동,18289,385433.62,2024,0
7,4111158000,214184,경기도 수원시 장안구 영화동,18240,389617.62,2024,0
8,4111158000,273872,경기도 수원시 장안구 영화동,18198,347939.38,2024,0
9,4111158000,260729,경기도 수원시 장안구 영화동,18182,281557.47,2024,0
10,4111158000,203325,경기도 수원시 장안구 영화동,18079,261649.7,2024,0
11,4111158000,347108,경기도 수원시 장안구 영화동,18030,253658.0,2024,0
12,4111158000,182387,경기도 수원시 장안구 영화동,18026,248775.19,2024,0
1,4111158000,213792,경기도 수원시 장안구 영화동,18005,266393.03,2025,0
2,4111158000,388288,경기도 수원시 장안구 영화동,17987,246640.73,2025,0
3,4111158000,254958,경기도 수원시 장안구 영화동,17996,253870.88,2025,0
4,4111158000,241200,경기도 수원시 장안구 영화동,17925,254349.06,2025,0
5,4111158000,212132,경기도 수원시 장안구 영화동,17872,262221.75,2025,0
6,4111158000,162496,경기도 수원시 장안구 영화동,17819,254437.98,2025,0
7,4111159100,39545534,경기도 수원시 장안구 송죽동,18900,253406.31,2023,0
8,4111159100,4504434,경기도 수원시 장안구 송죽동,18797,249653.62,2023,0
9,4111159100,374866,경기도 수원시 장안구 송죽동,18687,251946.78,2023,0
10,4111159100,95366,경기도 수원시 장안구 송죽동,18611,256666.03,2023,0
11,4111159100,233558,경기도 수원시 장안구 송죽동,18541,252347.7,2023,0
12,4111159100,488954,경기도 수원시 장안구 송죽동,18506,256436.7,2023,0
1,4111159100,254180,경기도 수원시 장안구 송죽동,18436,265794.7,2024,0
2,4111159100,262372,경기도 수원시 장안구 송죽동,18423,237357.45,2024,0
3,4111159100,77096,경기도 수원시 장안구 송죽동,18393,267814.28,2024,0
4,4111159100,297146,경기도 수원시 장안구 송죽동,18374,261085.89,2024,0
5,4111159100,227126,경기도 수원시 장안구 송죽동,18289,257802.66,2024,0
6,4111159100,328484,경기도 수원시 장안구 송죽동,18223,243657.8,2024,0
7,4111159100,440704,경기도 수원시 장안구 송죽동,18203,253780.16,2024,0
8,4111159100,236914,경기도 수원시 장안구 송죽동,18220,244893.98,2024,0
9,4111159100,171190,경기도 수원시 장안구 송죽동,18153,274949.22,2024,0
10,4111159100,207870,경기도 수원시 장안구 송죽동,18184,245738.69,2024,0
11,4111159100,222086,경기도 수원시 장안구 송죽동,18195,230312.1,2024,0
12,4111159100,301414,경기도 수원시 장안구 송죽동,18232,233704.1,2024,0
1,4111159100,261062,경기도 수원시 장안구 송죽동,18203,242062.27,2025,0
2,4111159100,713486,경기도 수원시 장안구 송죽동,18142,222151.4,2025,0
3,4111159100,753830,경기도 수원시 장안구 송죽동,18114,263012.2,2025,0
4,4111159100,481992,경기도 수원시 장안구 송죽동,18079,254101.86,2025,0
5,4111159100,235860,경기도 수원시 장안구 송죽동,18070,248375.22,2025,0
6,4111159100,443540,경기도 수원시 장안구 송죽동,18077,250241.12,2025,0
7,4111159700,43312151,경기도 수원시 장안구 조원1동,28785,2143133.8,2023,2
8,4111159700,5742222,경기도 수원시 장안구 조원1동,28715,2075926.6,2023,2
9,4111159700,1258725,경기도 수원시 장안구 조원1동,28679,1972160.0,2023,2
10,4111159700,1096765,경기도 수원시 장안구 조원1동,28609,2161495.8,2023,2
11,4111159700,963096,경기도 수원시 장안구 조원1동,28595,1912156.6,2023,2
12,4111159700,1051629,경기도 수원시 장안구 조원1동,28582,1877019.1,2023,2
1,4111159700,991235,경기도 수원시 장안구 조원1동,28536,1878525.6,2024,2
2,4111159700,1192799,경기도 수원시 장안구 조원1동,28505,1653856.8,2024,2
3,4111159700,597790,경기도 수원시 장안구 조원1동,28437,1990642.0,2024,2
4,4111159700,1026246,경기도 수원시 장안구 조원1동,28313,2019254.1,2024,2
5,4111159700,773385,경기도 수원시 장안구 조원1동,28208,2022668.5,2024,2
6,4111159700,907402,경기도 수원시 장안구 조원1동,28176,2024990.5,2024,2
7,4111159700,1103930,경기도 수원시 장안구 조원1동,28133,1975126.8,2024,2
8,4111159700,959246,경기도 수원시 장안구 조원1동,28065,2047987.9,2024,2
9,4111159700,1375152,경기도 수원시 장안구 조원1동,27999,2161225.2,2024,2
10,4111159700,815095,경기도 수원시 장안구 조원1동,27962,1935142.0,2024,2
11,4111159700,1035764,경기도 수원시 장안구 조원1동,27915,1827794.1,2024,2
12,4111159700,972936,경기도 수원시 장안구 조원1동,27857,1838583.5,2024,2
1,4111159700,1425252,경기도 수원시 장안구 조원1동,27822,1871183.6,2025,2
2,4111159700,1154138,경기도 수원시 장안구 조원1동,27767,1718619.4,2025,2
3,4111159700,809909,경기도 수원시 장안구 조원1동,27748,2005715.4,2025,2
4,4111159700,692113,경기도 수원시 장안구 조원1동,27738,1859049.8,2025,2
5,4111159700,681398,경기도 수원시 장안구 조원1동,27701,2057455.5,2025,2
6,4111159700,800074,경기도 수원시 장안구 조원1동,27644,1905094.1,2025,2
7,4111159800,34835026,경기도 수원시 장안구 조원2동,17860,820993.6,2023,0
8,4111159800,5644237,경기도 수원시 장안구 조원2동,17831,862638.6,2023,0
9,4111159800,173226,경기도 수원시 장안구 조원2동,17795,831141.1,2023,0
10,4111159800,163072,경기도 수원시 장안구 조원2동,17719,905063.1,2023,0
11,4111159800,145680,경기도 수원시 장안구 조원2동,17722,855165.5,2023,0
12,4111159800,174812,경기도 수원시 장안구 조원2동,17711,905291.94,2023,0
1,4111159800,197186,경기도 수원시 장안구 조원2동,17704,900560.8,2024,0
2,4111159800,132536,경기도 수원시 장안구 조원2동,17709,826841.25,2024,0
3,4111159800,219728,경기도 수원시 장안구 조원2동,17713,859345.5,2024,0
4,4111159800,318106,경기도 수원시 장안구 조원2동,17660,767931.1,2024,0
5,4111159800,271160,경기도 수원시 장안구 조원2동,17608,799763.6,2024,0
6,4111159800,306892,경기도 수원시 장안구 조원2동,17606,764215.0,2024,0
7,4111159800,330622,경기도 수원시 장안구 조원2동,17590,825028.25,2024,0
8,4111159800,176874,경기도 수원시 장안구 조원2동,17584,1158670.0,2024,0
9,4111159800,332832,경기도 수원시 장안구 조원2동,17564,1200995.2,2024,0
10,4111159800,127504,경기도 수원시 장안구 조원2동,17534,1029730.2,2024,0
11,4111159800,172320,경기도 수원시 장안구 조원2동,17590,1127132.9,2024,0
12,4111159800,115624,경기도 수원시 장안구 조원2동,17581,1058299.5,2024,0
1,4111159800,172696,경기도 수원시 장안구 조원2동,17548,1120276.1,2025,0
2,4111159800,154188,경기도 수원시 장안구 조원2동,17518,1002251.25,2025,0
3,4111159800,187438,경기도 수원시 장안구 조원2동,17479,1057704.6,2025,0
4,4111159800,153508,경기도 수원시 장안구 조원2동,17412,1000793.25,2025,0
5,4111159800,130172,경기도 수원시 장안구 조원2동,17363,1021266.1,2025,0
6,4111159800,115288,경기도 수원시 장안구 조원2동,17355,990795.94,2025,0
7,4111160000,27527579,경기도 수원시 장안구 연무동,16940,148065.7,2023,0
8,4111160000,2749067,경기도 수원시 장안구 연무동,17151,145461.55,2023,0
9,4111160000,123106,경기도 수원시 장안구 연무동,17196,152097.31,2023,0
10,4111160000,149334,경기도 수원시 장안구 연무동,17229,161017.6,2023,0
11,4111160000,143112,경기도 수원시 장안구 연무동,17231,136371.03,2023,0
12,4111160000,131050,경기도 수원시 장안구 연무동,17249,131684.31,2023,0
1,4111160000,155732,경기도 수원시 장안구 연무동,17240,133827.53,2024,0
2,4111160000,127976,경기도 수원시 장안구 연무동,17286,138670.94,2024,0
3,4111160000,159888,경기도 수원시 장안구 연무동,17403,162276.53,2024,0
4,4111160000,223264,경기도 수원시 장안구 연무동,17356,161832.31,2024,0
5,4111160000,142360,경기도 수원시 장안구 연무동,17348,151239.11,2024,0
6,4111160000,155402,경기도 수원시 장안구 연무동,17323,146842.27,2024,0
7,4111160000,160862,경기도 수원시 장안구 연무동,17321,146857.88,2024,0
8,4111160000,165012,경기도 수원시 장안구 연무동,17335,145529.02,2024,0
9,4111160000,213960,경기도 수원시 장안구 연무동,17295,167118.95,2024,0
10,4111160000,144974,경기도 수원시 장안구 연무동,17293,167148.81,2024,0
11,4111160000,192432,경기도 수원시 장안구 연무동,17277,149460.69,2024,0
12,4111160000,215372,경기도 수원시 장안구 연무동,17282,138658.75,2024,0
1,4111160000,121064,경기도 수원시 장안구 연무동,17217,142977.19,2025,0
2,4111160000,208832,경기도 수원시 장안구 연무동,17229,134715.25,2025,0
3,4111160000,124764,경기도 수원시 장안구 연무동,17207,165499.38,2025,0
4,4111160000,125912,경기도 수원시 장안구 연무동,17196,158809.44,2025,0
5,4111160000,69276,경기도 수원시 장안구 연무동,17179,165324.28,2025,0
6,4111160000,84770,경기도 수원시 장안구 연무동,17136,150103.3,2025,0
7,4111353000,17961633,경기도 수원시 권선구 세류2동,23257,551305.3,2023,0
8,4111353000,2784235,경기도 수원시 권선구 세류2동,23145,541477.5,2023,0
9,4111353000,373562,경기도 수원시 권선구 세류2동,23037,516027.12,2023,0
10,4111353000,419538,경기도 수원시 권선구 세류2동,22969,557446.06,2023,0
11,4111353000,381709,경기도 수원시 권선구 세류2동,22945,520636.2,2023,0
12,4111353000,313716,경기도 수원시 권선구 세류2동,22896,527175.7,2023,0
1,4111353000,442058,경기도 수원시 권선구 세류2동,22905,541264.7,2024,0
2,4111353000,365142,경기도 수원시 권선구 세류2동,22864,494426.97,2024,0
3,4111353000,274062,경기도 수원시 권선구 세류2동,22819,535308.4,2024,0
4,4111353000,423690,경기도 수원시 권선구 세류2동,22719,546358.06,2024,0
5,4111353000,330288,경기도 수원시 권선구 세류2동,22651,540090.9,2024,0
6,4111353000,555126,경기도 수원시 권선구 세류2동,22615,525138.25,2024,0
7,4111353000,565582,경기도 수원시 권선구 세류2동,22592,527411.94,2024,0
8,4111353000,468266,경기도 수원시 권선구 세류2동,22491,524504.94,2024,0
9,4111353000,540140,경기도 수원시 권선구 세류2동,22447,613829.8,2024,0
10,4111353000,502776,경기도 수원시 권선구 세류2동,22421,507545.22,2024,0
11,4111353000,502058,경기도 수원시 권선구 세류2동,22351,502484.5,2024,0
12,4111353000,510850,경기도 수원시 권선구 세류2동,22285,517435.38,2024,0
1,4111353000,459870,경기도 수원시 권선구 세류2동,22255,594111.7,2025,0
2,4111353000,434086,경기도 수원시 권선구 세류2동,22208,549948.94,2025,0
3,4111353000,169248,경기도 수원시 권선구 세류2동,22203,525906.1,2025,0
4,4111353000,132878,경기도 수원시 권선구 세류2동,22155,510391.28,2025,0
5,4111353000,121088,경기도 수원시 권선구 세류2동,22129,518811.56,2025,0
6,4111353000,149404,경기도 수원시 권선구 세류2동,22091,490116.2,2025,0
7,4111354000,18797425,경기도 수원시 권선구 세류3동,18062,341589.38,2023,0
8,4111354000,2936578,경기도 수원시 권선구 세류3동,17992,326714.8,2023,0
9,4111354000,139964,경기도 수원시 권선구 세류3동,17923,332953.53,2023,0
10,4111354000,136370,경기도 수원시 권선구 세류3동,17872,349780.44,2023,0
11,4111354000,146850,경기도 수원시 권선구 세류3동,17850,325102.8,2023,0
12,4111354000,155042,경기도 수원시 권선구 세류3동,17802,351218.5,2023,0
1,4111354000,104280,경기도 수원시 권선구 세류3동,17802,365539.06,2024,0
2,4111354000,127526,경기도 수원시 권선구 세류3동,17750,309927.9,2024,0
3,4111354000,102250,경기도 수원시 권선구 세류3동,17713,333081.62,2024,0
4,4111354000,197892,경기도 수원시 권선구 세류3동,17671,341109.6,2024,0
5,4111354000,75830,경기도 수원시 권선구 세류3동,17685,311812.44,2024,0
6,4111354000,49586,경기도 수원시 권선구 세류3동,17680,297292.44,2024,0
7,4111354000,28812,경기도 수원시 권선구 세류3동,17630,307307.34,2024,0
8,4111354000,43992,경기도 수원시 권선구 세류3동,17605,291211.38,2024,0
9,4111354000,39658,경기도 수원시 권선구 세류3동,17525,335381.53,2024,0
10,4111354000,27426,경기도 수원시 권선구 세류3동,17496,308060.06,2024,0
11,4111354000,22732,경기도 수원시 권선구 세류3동,17425,295831.84,2024,0
12,4111354000,47000,경기도 수원시 권선구 세류3동,17397,299825.5,2024,0
1,4111354000,50202,경기도 수원시 권선구 세류3동,17347,352311.12,2025,0
2,4111354000,39788,경기도 수원시 권선구 세류3동,17334,323258.78,2025,0
3,4111354000,22180,경기도 수원시 권선구 세류3동,17312,310641.12,2025,0
4,4111354000,8264,경기도 수원시 권선구 세류3동,17295,296034.94,2025,0
5,4111354000,20658,경기도 수원시 권선구 세류3동,17252,318028.16,2025,0
6,4111354000,75628,경기도 수원시 권선구 세류3동,17215,318651.9,2025,0
7,4111355000,56474278,경기도 수원시 권선구 평동,41247,143585.67,2023,2
8,4111355000,8429142,경기도 수원시 권선구 평동,41122,140886.1,2023,2
9,4111355000,1779938,경기도 수원시 권선구 평동,40996,139221.38,2023,2
10,4111355000,1335547,경기도 수원시 권선구 평동,40988,148239.06,2023,2
11,4111355000,915128,경기도 수원시 권선구 평동,40995,143937.02,2023,2
12,4111355000,822210,경기도 수원시 권선구 평동,40962,141193.02,2023,2
1,4111355000,924754,경기도 수원시 권선구 평동,40960,146171.4,2024,2
2,4111355000,860238,경기도 수원시 권선구 평동,40892,130829.38,2024,2
3,4111355000,675237,경기도 수원시 권선구 평동,40817,144154.45,2024,2
4,4111355000,941038,경기도 수원시 권선구 평동,40712,146461.05,2024,2
5,4111355000,786897,경기도 수원시 권선구 평동,40689,147091.72,2024,2
6,4111355000,715150,경기도 수원시 권선구 평동,40638,152238.45,2024,2
7,4111355000,896953,경기도 수원시 권선구 평동,40581,144623.73,2024,2
8,4111355000,765947,경기도 수원시 권선구 평동,40584,141783.6,2024,2
9,4111355000,955760,경기도 수원시 권선구 평동,40563,146309.27,2024,2
10,4111355000,787704,경기도 수원시 권선구 평동,40484,143549.69,2024,2
11,4111355000,777528,경기도 수원시 권선구 평동,40530,144032.75,2024,2
12,4111355000,320348,경기도 수원시 권선구 평동,40623,142018.7,2024,2
1,4111355000,441919,경기도 수원시 권선구 평동,40649,140195.31,2025,2
2,4111355000,416678,경기도 수원시 권선구 평동,40752,139126.12,2025,2
3,4111355000,290529,경기도 수원시 권선구 평동,40876,147826.66,2025,2
4,4111355000,273872,경기도 수원시 권선구 평동,40811,149115.88,2025,2
5,4111355000,262609,경기도 수원시 권선구 평동,40845,144405.05,2025,2
6,4111355000,292230,경기도 수원시 권선구 평동,40896,140478.27,2025,2
7,4111356000,41469994,경기도 수원시 권선구 서둔동,37863,438076.0,2023,2
8,4111356000,6046826,경기도 수원시 권선구 서둔동,37809,426756.2,2023,2
9,4111356000,1142670,경기도 수원시 권선구 서둔동,37729,418656.0,2023,2
10,4111356000,1073417,경기도 수원시 권선구 서둔동,37654,439673.28,2023,2
11,4111356000,930722,경기도 수원시 권선구 서둔동,37584,405875.53,2023,2
12,4111356000,1025838,경기도 수원시 권선구 서둔동,37614,422738.78,2023,2
1,4111356000,819370,경기도 수원시 권선구 서둔동,37651,413485.25,2024,2
2,4111356000,787210,경기도 수원시 권선구 서둔동,37654,364476.44,2024,2
3,4111356000,725615,경기도 수원시 권선구 서둔동,37593,407955.38,2024,2
4,4111356000,940377,경기도 수원시 권선구 서둔동,37554,412920.06,2024,2
5,4111356000,824236,경기도 수원시 권선구 서둔동,37526,413950.12,2024,2
6,4111356000,960057,경기도 수원시 권선구 서둔동,37454,405621.62,2024,2
7,4111356000,1001349,경기도 수원시 권선구 서둔동,37401,411136.28,2024,2
8,4111356000,873835,경기도 수원시 권선구 서둔동,37324,404636.88,2024,2
9,4111356000,1025920,경기도 수원시 권선구 서둔동,37230,432329.6,2024,2
10,4111356000,806529,경기도 수원시 권선구 서둔동,37152,418494.03,2024,2
11,4111356000,911732,경기도 수원시 권선구 서둔동,37090,420714.22,2024,2
12,4111356000,938074,경기도 수원시 권선구 서둔동,37039,410953.44,2024,2
1,4111356000,642903,경기도 수원시 권선구 서둔동,37109,416373.16,2025,2
2,4111356000,942815,경기도 수원시 권선구 서둔동,37246,380014.3,2025,2
3,4111356000,965737,경기도 수원시 권선구 서둔동,37272,413374.25,2025,2
4,4111356000,587509,경기도 수원시 권선구 서둔동,37320,399288.22,2025,2
5,4111356000,482518,경기도 수원시 권선구 서둔동,37286,413907.5,2025,2
6,4111356000,496524,경기도 수원시 권선구 서둔동,37323,434078.25,2025,2
7,4111366200,267477113,경기도 수원시 권선구 금곡동,44425,803159.5,2023,2
8,4111366200,41297878,경기도 수원시 권선구 금곡동,44342,789903.2,2023,2
9,4111366200,1854180,경기도 수원시 권선구 금곡동,44192,784596.9,2023,2
10,4111366200,2155799,경기도 수원시 권선구 금곡동,44109,830735.3,2023,2
11,4111366200,1596708,경기도 수원시 권선구 금곡동,44115,770417.7,2023,2
12,4111366200,1562221,경기도 수원시 권선구 금곡동,44027,811214.3,2023,2
1,4111366200,1327950,경기도 수원시 권선구 금곡동,44016,814373.1,2024,2
2,4111366200,1320789,경기도 수원시 권선구 금곡동,44062,746486.94,2024,2
3,4111366200,1393310,경기도 수원시 권선구 금곡동,44409,826477.75,2024,2
4,4111366200,1734666,경기도 수원시 권선구 금곡동,44535,842342.7,2024,2
5,4111366200,1032719,경기도 수원시 권선구 금곡동,44498,826311.44,2024,2
6,4111366200,1052457,경기도 수원시 권선구 금곡동,44512,811249.8,2024,2
7,4111366200,1342011,경기도 수원시 권선구 금곡동,44735,813210.75,2024,2
8,4111366200,1022372,경기도 수원시 권선구 금곡동,44808,802416.25,2024,2
9,4111366200,1529875,경기도 수원시 권선구 금곡동,44780,868095.5,2024,2
10,4111366200,1192764,경기도 수원시 권선구 금곡동,44749,826253.0,2024,2
11,4111366200,1388320,경기도 수원시 권선구 금곡동,44751,802053.25,2024,2
12,4111366200,1401807,경기도 수원시 권선구 금곡동,44754,810061.8,2024,2
1,4111366200,1697978,경기도 수원시 권선구 금곡동,44709,826143.25,2025,2
2,4111366200,2079305,경기도 수원시 권선구 금곡동,44608,747205.75,2025,2
3,4111366200,1561302,경기도 수원시 권선구 금곡동,44580,816026.75,2025,2
4,4111366200,916700,경기도 수원시 권선구 금곡동,44498,800169.8,2025,2
5,4111366200,1205029,경기도 수원시 권선구 금곡동,44405,792017.7,2025,2
6,4111366200,845400,경기도 수원시 권선구 금곡동,44363,779390.5,2025,2
7,4111366400,99466657,경기도 수원시 권선구 호매실동,45120,250585.77,2023,2
8,4111366400,17476832,경기도 수원시 권선구 호매실동,44972,246252.89,2023,2
9,4111366400,1542735,경기도 수원시 권선구 호매실동,44853,246467.25,2023,2
10,4111366400,1251759,경기도 수원시 권선구 호매실동,44745,269226.78,2023,2
11,4111366400,927853,경기도 수원시 권선구 호매실동,44655,260630.1,2023,2
12,4111366400,984411,경기도 수원시 권선구 호매실동,44651,272231.38,2023,2
1,4111366400,1087360,경기도 수원시 권선구 호매실동,44718,268327.22,2024,2
2,4111366400,1169505,경기도 수원시 권선구 호매실동,44608,246436.73,2024,2
3,4111366400,950718,경기도 수원시 권선구 호매실동,44535,250026.31,2024,2
4,4111366400,979587,경기도 수원시 권선구 호매실동,44420,256439.67,2024,2
5,4111366400,896347,경기도 수원시 권선구 호매실동,44419,257033.64,2024,2
6,4111366400,1280634,경기도 수원시 권선구 호매실동,44427,254028.97,2024,2
7,4111366400,1221949,경기도 수원시 권선구 호매실동,44407,264330.25,2024,2
8,4111366400,1094617,경기도 수원시 권선구 호매실동,44373,273870.8,2024,2
9,4111366400,1146683,경기도 수원시 권선구 호매실동,44312,271876.66,2024,2
10,4111366400,1035418,경기도 수원시 권선구 호매실동,44254,266257.4,2024,2
11,4111366400,1043786,경기도 수원시 권선구 호매실동,44157,262032.06,2024,2
12,4111366400,1245038,경기도 수원시 권선구 호매실동,44128,264968.62,2024,2
1,4111366400,1209073,경기도 수원시 권선구 호매실동,44114,269892.16,2025,2
2,4111366400,1630697,경기도 수원시 권선구 호매실동,44039,248693.97,2025,2
3,4111366400,1182022,경기도 수원시 권선구 호매실동,44026,268551.2,2025,2
4,4111366400,1064167,경기도 수원시 권선구 호매실동,43916,252666.36,2025,2
5,4111366400,882437,경기도 수원시 권선구 호매실동,43896,262010.19,2025,2
6,4111366400,1095133,경기도 수원시 권선구 호매실동,43919,257809.6,2025,2
7,4111367000,71868301,경기도 수원시 권선구 권선1동,24385,1480385.8,2023,0
8,4111367000,9458248,경기도 수원시 권선구 권선1동,24258,1492788.9,2023,0
9,4111367000,146888,경기도 수원시 권선구 권선1동,24200,1462384.8,2023,0
10,4111367000,174524,경기도 수원시 권선구 권선1동,24186,1644049.0,2023,0
11,4111367000,266264,경기도 수원시 권선구 권선1동,24185,1579876.5,2023,0
12,4111367000,293320,경기도 수원시 권선구 권선1동,24177,1626215.9,2023,0
1,4111367000,346820,경기도 수원시 권선구 권선1동,24267,1666580.1,2024,0
2,4111367000,325904,경기도 수원시 권선구 권선1동,24320,1531126.6,2024,0
3,4111367000,203560,경기도 수원시 권선구 권선1동,24360,1668855.8,2024,0
4,4111367000,334828,경기도 수원시 권선구 권선1동,24363,1608897.5,2024,0
5,4111367000,288248,경기도 수원시 권선구 권선1동,24346,1656357.2,2024,0
6,4111367000,398344,경기도 수원시 권선구 권선1동,24295,1608443.0,2024,0
7,4111367000,490414,경기도 수원시 권선구 권선1동,24269,1662192.9,2024,0
8,4111367000,385936,경기도 수원시 권선구 권선1동,24253,1614611.8,2024,0
9,4111367000,463380,경기도 수원시 권선구 권선1동,24204,1732168.5,2024,0
10,4111367000,351696,경기도 수원시 권선구 권선1동,24088,1580379.0,2024,0
11,4111367000,387110,경기도 수원시 권선구 권선1동,24093,1552318.8,2024,0
12,4111367000,387022,경기도 수원시 권선구 권선1동,24090,1570621.0,2024,0
1,4111367000,325254,경기도 수원시 권선구 권선1동,24082,1634640.1,2025,0
2,4111367000,565504,경기도 수원시 권선구 권선1동,24110,1549985.2,2025,0
3,4111367000,509088,경기도 수원시 권선구 권선1동,24031,1556825.9,2025,0
4,4111367000,346696,경기도 수원시 권선구 권선1동,23993,1497388.6,2025,0
5,4111367000,311236,경기도 수원시 권선구 권선1동,23876,1535243.9,2025,0
6,4111367000,234558,경기도 수원시 권선구 권선1동,23821,1488121.2,2025,0
7,4111368000,128615136,경기도 수원시 권선구 권선2동,46913,1265785.2,2023,2
8,4111368000,22650712,경기도 수원시 권선구 권선2동,46733,1276778.0,2023,2
9,4111368000,2200395,경기도 수원시 권선구 권선2동,46692,1321102.9,2023,2
10,4111368000,2126962,경기도 수원시 권선구 권선2동,46597,1231299.5,2023,2
11,4111368000,1193918,경기도 수원시 권선구 권선2동,46583,1142205.1,2023,2
12,4111368000,1090642,경기도 수원시 권선구 권선2동,46505,1162975.9,2023,2
1,4111368000,1082945,경기도 수원시 권선구 권선2동,46458,1172418.0,2024,2
2,4111368000,1306993,경기도 수원시 권선구 권선2동,46258,1061563.5,2024,2
3,4111368000,708607,경기도 수원시 권선구 권선2동,46214,1180089.9,2024,2
4,4111368000,986711,경기도 수원시 권선구 권선2동,46117,1274839.2,2024,2
5,4111368000,783878,경기도 수원시 권선구 권선2동,46050,1212861.5,2024,2
6,4111368000,948112,경기도 수원시 권선구 권선2동,46035,1184181.9,2024,2
7,4111368000,900968,경기도 수원시 권선구 권선2동,45979,1245337.8,2024,2
8,4111368000,913062,경기도 수원시 권선구 권선2동,45932,1271680.0,2024,2
9,4111368000,2481720,경기도 수원시 권선구 권선2동,45858,1274738.0,2024,2
10,4111368000,899663,경기도 수원시 권선구 권선2동,45866,1201771.8,2024,2
11,4111368000,1096686,경기도 수원시 권선구 권선2동,45845,1186629.1,2024,2
12,4111368000,1390910,경기도 수원시 권선구 권선2동,45800,1204578.0,2024,2
1,4111368000,2487923,경기도 수원시 권선구 권선2동,45857,1268247.4,2025,2
2,4111368000,1651548,경기도 수원시 권선구 권선2동,45896,1149466.5,2025,2
3,4111368000,2086338,경기도 수원시 권선구 권선2동,45920,1226335.9,2025,2
4,4111368000,1305625,경기도 수원시 권선구 권선2동,45857,1172027.8,2025,2
5,4111368000,1025944,경기도 수원시 권선구 권선2동,45822,1183585.0,2025,2
6,4111368000,1248097,경기도 수원시 권선구 권선2동,45898,1201970.8,2025,2
7,4111369000,74181723,경기도 수원시 권선구 곡선동,35405,488419.7,2023,2
8,4111369000,11179362,경기도 수원시 권선구 곡선동,35323,483330.97,2023,2
9,4111369000,959463,경기도 수원시 권선구 곡선동,35198,471152.4,2023,2
10,4111369000,932842,경기도 수원시 권선구 곡선동,35129,490849.2,2023,2
11,4111369000,907016,경기도 수원시 권선구 곡선동,35113,453983.22,2023,2
12,4111369000,1338055,경기도 수원시 권선구 곡선동,35049,464454.25,2023,2
1,4111369000,1298576,경기도 수원시 권선구 곡선동,35009,471158.84,2024,2
2,4111369000,991377,경기도 수원시 권선구 곡선동,34933,417746.44,2024,2
