기준월,행정동코드,매출금액,행정구역,총인구수,월유동인구수,년도,spatial_cluster
6,4128158000,66192,경기도 고양시 덕양구 창릉동,22913,253439.61,2025,1
7,4128159000,20369180,경기도 고양시 덕양구 고양동,28710,46321.98,2023,1
8,4128159000,3410126,경기도 고양시 덕양구 고양동,28619,44981.72,2023,1
9,4128159000,802358,경기도 고양시 덕양구 고양동,28565,48562.78,2023,1
10,4128159000,914571,경기도 고양시 덕양구 고양동,28533,46972.76,2023,1
11,4128159000,796412,경기도 고양시 덕양구 고양동,28469,43615.59,2023,1
12,4128159000,953718,경기도 고양시 덕양구 고양동,28430,41849.86,2023,1
1,4128159000,545102,경기도 고양시 덕양구 고양동,28353,42035.72,2024,1
2,4128159000,314350,경기도 고양시 덕양구 고양동,28316,40732.44,2024,1
3,4128159000,239084,경기도 고양시 덕양구 고양동,28271,47203.38,2024,1
4,4128159000,349709,경기도 고양시 덕양구 고양동,28276,45616.27,2024,1
5,4128159000,431019,경기도 고양시 덕양구 고양동,28265,46996.86,2024,1
6,4128159000,671033,경기도 고양시 덕양구 고양동,28256,44091.36,2024,1
7,4128159000,645848,경기도 고양시 덕양구 고양동,28192,43109.98,2024,1
8,4128159000,551347,경기도 고양시 덕양구 고양동,28142,45819.0,2024,1
9,4128159000,906720,경기도 고양시 덕양구 고양동,28056,52513.04,2024,1
10,4128159000,778156,경기도 고양시 덕양구 고양동,27937,45458.48,2024,1
11,4128159000,947623,경기도 고양시 덕양구 고양동,27863,43603.85,2024,1
12,4128159000,628079,경기도 고양시 덕양구 고양동,27776,41441.92,2024,1
1,4128159000,400596,경기도 고양시 덕양구 고양동,27706,45774.4,2025,1
2,4128159000,262311,경기도 고양시 덕양구 고양동,27590,39857.69,2025,1
3,4128159000,232604,경기도 고양시 덕양구 고양동,27555,43526.09,2025,1
4,4128159000,235265,경기도 고양시 덕양구 고양동,27510,42719.74,2025,1
5,4128159000,132298,경기도 고양시 덕양구 고양동,27437,44401.99,2025,1
6,4128159000,128830,경기도 고양시 덕양구 고양동,27409,42689.15,2025,1
7,4128160000,16438621,경기도 고양시 덕양구 관산동,35457,105843.28,2023,1
8,4128160000,2096007,경기도 고양시 덕양구 관산동,35338,93015.12,2023,1
9,4128160000,222501,경기도 고양시 덕양구 관산동,35272,95464.25,2023,1
10,4128160000,288392,경기도 고양시 덕양구 관산동,35177,94366.37,2023,1
11,4128160000,228064,경기도 고양시 덕양구 관산동,35119,93838.47,2023,1
12,4128160000,241766,경기도 고양시 덕양구 관산동,35052,93762.9,2023,1
1,4128160000,141446,경기도 고양시 덕양구 관산동,34936,97326.29,2024,1
2,4128160000,69108,경기도 고양시 덕양구 관산동,34822,90086.43,2024,1
3,4128160000,50380,경기도 고양시 덕양구 관산동,34759,106519.25,2024,1
4,4128160000,128810,경기도 고양시 덕양구 관산동,34678,101031.14,2024,1
5,4128160000,147375,경기도 고양시 덕양구 관산동,34592,100054.04,2024,1
6,4128160000,166359,경기도 고양시 덕양구 관산동,34517,99921.94,2024,1
7,4128160000,185772,경기도 고양시 덕양구 관산동,34492,96999.3,2024,1
8,4128160000,134419,경기도 고양시 덕양구 관산동,34473,106853.95,2024,1
9,4128160000,209640,경기도 고양시 덕양구 관산동,34318,103740.24,2024,1
10,4128160000,130004,경기도 고양시 덕양구 관산동,34250,94896.82,2024,1
11,4128160000,200769,경기도 고양시 덕양구 관산동,34149,94158.14,2024,1
12,4128160000,245206,경기도 고양시 덕양구 관산동,34065,90558.18,2024,1
1,4128160000,86914,경기도 고양시 덕양구 관산동,34015,94139.91,2025,1
2,4128160000,36304,경기도 고양시 덕양구 관산동,33944,85055.13,2025,1
3,4128160000,75899,경기도 고양시 덕양구 관산동,33880,94039.05,2025,1
4,4128160000,73569,경기도 고양시 덕양구 관산동,33810,93211.5,2025,1
5,4128160000,82158,경기도 고양시 덕양구 관산동,33768,97462.22,2025,1
6,4128160000,48058,경기도 고양시 덕양구 관산동,33675,93075.56,2025,1
7,4128161000,11227863,경기도 고양시 덕양구 능곡동,18016,44801.84,2023,1
8,4128161000,1859325,경기도 고양시 덕양구 능곡동,18035,41713.41,2023,1
9,4128161000,283748,경기도 고양시 덕양구 능곡동,18090,42359.59,2023,1
10,4128161000,352508,경기도 고양시 덕양구 능곡동,18120,44190.19,2023,1
11,4128161000,545424,경기도 고양시 덕양구 능곡동,18162,43105.67,2023,1
12,4128161000,273190,경기도 고양시 덕양구 능곡동,18202,42916.38,2023,1
1,4128161000,214066,경기도 고양시 덕양구 능곡동,18205,45944.1,2024,1
2,4128161000,113665,경기도 고양시 덕양구 능곡동,18166,42463.38,2024,1
3,4128161000,48540,경기도 고양시 덕양구 능곡동,18155,46104.67,2024,1
4,4128161000,94144,경기도 고양시 덕양구 능곡동,18137,44981.12,2024,1
5,4128161000,117133,경기도 고양시 덕양구 능곡동,18153,49792.1,2024,1
6,4128161000,190467,경기도 고양시 덕양구 능곡동,18183,44325.89,2024,1
7,4128161000,183057,경기도 고양시 덕양구 능곡동,18151,45887.26,2024,1
8,4128161000,174217,경기도 고양시 덕양구 능곡동,18135,47369.46,2024,1
9,4128161000,237294,경기도 고양시 덕양구 능곡동,18119,47226.03,2024,1
10,4128161000,201700,경기도 고양시 덕양구 능곡동,18071,48059.14,2024,1
11,4128161000,274785,경기도 고양시 덕양구 능곡동,18042,42977.12,2024,1
12,4128161000,308139,경기도 고양시 덕양구 능곡동,17956,48979.41,2024,1
1,4128161000,227443,경기도 고양시 덕양구 능곡동,17934,48172.73,2025,1
2,4128161000,105808,경기도 고양시 덕양구 능곡동,17828,43653.09,2025,1
3,4128161000,86414,경기도 고양시 덕양구 능곡동,17714,45664.88,2025,1
4,4128161000,56878,경기도 고양시 덕양구 능곡동,17588,44936.44,2025,1
5,4128161000,95534,경기도 고양시 덕양구 능곡동,17429,46077.36,2025,1
6,4128161000,28306,경기도 고양시 덕양구 능곡동,17341,41215.04,2025,1
7,4128162100,63112739,경기도 고양시 덕양구 화정1동,36184,446973.44,2023,1
8,4128162100,9666197,경기도 고양시 덕양구 화정1동,36089,429174.9,2023,1
9,4128162100,318952,경기도 고양시 덕양구 화정1동,36055,425174.9,2023,1
10,4128162100,347905,경기도 고양시 덕양구 화정1동,36033,430445.84,2023,1
11,4128162100,364943,경기도 고양시 덕양구 화정1동,36014,421494.03,2023,1
12,4128162100,515807,경기도 고양시 덕양구 화정1동,35999,441602.88,2023,1
1,4128162100,324720,경기도 고양시 덕양구 화정1동,35951,451340.6,2024,1
2,4128162100,135048,경기도 고양시 덕양구 화정1동,35903,414780.16,2024,1
3,4128162100,69477,경기도 고양시 덕양구 화정1동,35874,460303.56,2024,1
4,4128162100,208445,경기도 고양시 덕양구 화정1동,35812,418519.94,2024,1
5,4128162100,215186,경기도 고양시 덕양구 화정1동,35717,423288.9,2024,1
6,4128162100,205188,경기도 고양시 덕양구 화정1동,35625,414322.25,2024,1
7,4128162100,394977,경기도 고양시 덕양구 화정1동,35540,426878.66,2024,1
8,4128162100,267023,경기도 고양시 덕양구 화정1동,35470,429763.2,2024,1
9,4128162100,457299,경기도 고양시 덕양구 화정1동,35389,442956.3,2024,1
10,4128162100,390396,경기도 고양시 덕양구 화정1동,35317,426341.44,2024,1
11,4128162100,521921,경기도 고양시 덕양구 화정1동,35235,420861.2,2024,1
12,4128162100,477515,경기도 고양시 덕양구 화정1동,35241,422040.2,2024,1
1,4128162100,224862,경기도 고양시 덕양구 화정1동,35237,430827.66,2025,1
2,4128162100,180838,경기도 고양시 덕양구 화정1동,35171,396345.47,2025,1
3,4128162100,106832,경기도 고양시 덕양구 화정1동,35135,415225.25,2025,1
4,4128162100,78073,경기도 고양시 덕양구 화정1동,35159,397492.6,2025,1
5,4128162100,76012,경기도 고양시 덕양구 화정1동,35190,420799.38,2025,1
6,4128162100,72867,경기도 고양시 덕양구 화정1동,35125,403900.2,2025,1
7,4128162200,104771910,경기도 고양시 덕양구 화정2동,31584,431372.16,2023,1
8,4128162200,12200363,경기도 고양시 덕양구 화정2동,31552,415005.34,2023,1
9,4128162200,193692,경기도 고양시 덕양구 화정2동,31525,410057.47,2023,1
10,4128162200,244848,경기도 고양시 덕양구 화정2동,31483,430293.38,2023,1
11,4128162200,197708,경기도 고양시 덕양구 화정2동,31469,418561.12,2023,1
12,4128162200,217428,경기도 고양시 덕양구 화정2동,31449,441025.66,2023,1
1,4128162200,149922,경기도 고양시 덕양구 화정2동,31415,462332.22,2024,1
2,4128162200,56496,경기도 고양시 덕양구 화정2동,31411,414108.8,2024,1
3,4128162200,65366,경기도 고양시 덕양구 화정2동,31351,464954.12,2024,1
4,4128162200,90332,경기도 고양시 덕양구 화정2동,31318,436677.66,2024,1
5,4128162200,149730,경기도 고양시 덕양구 화정2동,31331,429998.12,2024,1
6,4128162200,145200,경기도 고양시 덕양구 화정2동,31305,429538.66,2024,1
7,4128162200,170946,경기도 고양시 덕양구 화정2동,31320,446060.0,2024,1
8,4128162200,115330,경기도 고양시 덕양구 화정2동,31324,441226.78,2024,1
9,4128162200,144266,경기도 고양시 덕양구 화정2동,31336,459895.72,2024,1
10,4128162200,78412,경기도 고양시 덕양구 화정2동,31340,444505.03,2024,1
11,4128162200,145818,경기도 고양시 덕양구 화정2동,31327,455573.2,2024,1
12,4128162200,194232,경기도 고양시 덕양구 화정2동,31371,441489.16,2024,1
1,4128162200,49108,경기도 고양시 덕양구 화정2동,31404,465577.6,2025,1
2,4128162200,62400,경기도 고양시 덕양구 화정2동,31383,432453.12,2025,1
3,4128162200,68404,경기도 고양시 덕양구 화정2동,31364,450961.03,2025,1
4,4128162200,43516,경기도 고양시 덕양구 화정2동,31393,441876.84,2025,1
5,4128162200,17134,경기도 고양시 덕양구 화정2동,31412,458449.56,2025,1
6,4128162200,23786,경기도 고양시 덕양구 화정2동,31410,465371.06,2025,1
7,4128164000,20038047,경기도 고양시 덕양구 행신1동,20891,352225.34,2023,1
8,4128164000,3962166,경기도 고양시 덕양구 행신1동,20898,336309.2,2023,1
9,4128164000,1133091,경기도 고양시 덕양구 행신1동,20889,329641.53,2023,1
10,4128164000,908422,경기도 고양시 덕양구 행신1동,20871,338888.38,2023,1
11,4128164000,1108173,경기도 고양시 덕양구 행신1동,20791,339151.56,2023,1
12,4128164000,1039295,경기도 고양시 덕양구 행신1동,20706,353374.5,2023,1
1,4128164000,707663,경기도 고양시 덕양구 행신1동,20652,324366.47,2024,1
2,4128164000,423445,경기도 고양시 덕양구 행신1동,20597,306224.38,2024,1
3,4128164000,214381,경기도 고양시 덕양구 행신1동,20555,363110.0,2024,1
4,4128164000,245850,경기도 고양시 덕양구 행신1동,20491,370619.78,2024,1
5,4128164000,446134,경기도 고양시 덕양구 행신1동,20392,372940.62,2024,1
6,4128164000,943706,경기도 고양시 덕양구 행신1동,20366,353861.8,2024,1
7,4128164000,864992,경기도 고양시 덕양구 행신1동,20339,356295.47,2024,1
8,4128164000,716641,경기도 고양시 덕양구 행신1동,20337,371333.7,2024,1
9,4128164000,1165465,경기도 고양시 덕양구 행신1동,20322,378812.0,2024,1
10,4128164000,889338,경기도 고양시 덕양구 행신1동,20293,359699.78,2024,1
11,4128164000,1178108,경기도 고양시 덕양구 행신1동,20269,351322.94,2024,1
12,4128164000,1111107,경기도 고양시 덕양구 행신1동,20238,360115.3,2024,1
1,4128164000,587119,경기도 고양시 덕양구 행신1동,20199,381136.03,2025,1
2,4128164000,469783,경기도 고양시 덕양구 행신1동,20120,345471.88,2025,1
3,4128164000,302314,경기도 고양시 덕양구 행신1동,20141,367231.78,2025,1
4,4128164000,226589,경기도 고양시 덕양구 행신1동,20133,430438.28,2025,1
5,4128164000,166271,경기도 고양시 덕양구 행신1동,20122,388794.8,2025,1
6,4128164000,221322,경기도 고양시 덕양구 행신1동,20101,367189.2,2025,1
7,4128165000,56222164,경기도 고양시 덕양구 행신2동,30614,299073.3,2023,1
8,4128165000,7609374,경기도 고양시 덕양구 행신2동,30507,292994.62,2023,1
9,4128165000,20476,경기도 고양시 덕양구 행신2동,30482,287328.75,2023,1
10,4128165000,28270,경기도 고양시 덕양구 행신2동,30391,294977.6,2023,1
11,4128165000,32462,경기도 고양시 덕양구 행신2동,30415,286939.66,2023,1
12,4128165000,47694,경기도 고양시 덕양구 행신2동,30379,296782.5,2023,1
1,4128165000,40526,경기도 고양시 덕양구 행신2동,30369,307389.8,2024,1
2,4128165000,30136,경기도 고양시 덕양구 행신2동,30317,278906.9,2024,1
3,4128165000,10838,경기도 고양시 덕양구 행신2동,30302,312629.38,2024,1
4,4128165000,11852,경기도 고양시 덕양구 행신2동,30232,289983.3,2024,1
5,4128165000,13400,경기도 고양시 덕양구 행신2동,30159,292606.53,2024,1
6,4128165000,26814,경기도 고양시 덕양구 행신2동,30065,293666.12,2024,1
7,4128165000,29522,경기도 고양시 덕양구 행신2동,30082,348367.25,2024,1
8,4128165000,22592,경기도 고양시 덕양구 행신2동,30031,311561.03,2024,1
9,4128165000,44844,경기도 고양시 덕양구 행신2동,29940,326326.9,2024,1
10,4128165000,35826,경기도 고양시 덕양구 행신2동,29866,312348.94,2024,1
11,4128165000,45618,경기도 고양시 덕양구 행신2동,29837,299701.5,2024,1
12,4128165000,56838,경기도 고양시 덕양구 행신2동,29791,290130.22,2024,1
1,4128165000,36086,경기도 고양시 덕양구 행신2동,29789,310164.38,2025,1
2,4128165000,25644,경기도 고양시 덕양구 행신2동,29729,286082.72,2025,1
3,4128165000,20056,경기도 고양시 덕양구 행신2동,29708,303067.28,2025,1
4,4128165000,12632,경기도 고양시 덕양구 행신2동,29698,296680.44,2025,1
5,4128165000,3482,경기도 고양시 덕양구 행신2동,29691,302103.78,2025,1
6,4128165000,4000,경기도 고양시 덕양구 행신2동,29654,302085.44,2025,1
7,4128166000,27664201,경기도 고양시 덕양구 화전동,27871,52047.19,2023,1
8,4128166000,3546097,경기도 고양시 덕양구 화전동,27872,49137.12,2023,1
9,4128166000,469824,경기도 고양시 덕양구 화전동,27858,49228.68,2023,1
10,4128166000,502012,경기도 고양시 덕양구 화전동,27884,51971.77,2023,1
11,4128166000,512205,경기도 고양시 덕양구 화전동,27901,51989.28,2023,1
12,4128166000,618479,경기도 고양시 덕양구 화전동,27947,49517.87,2023,1
1,4128166000,424423,경기도 고양시 덕양구 화전동,27923,39108.78,2024,1
2,4128166000,98949,경기도 고양시 덕양구 화전동,27904,43625.1,2024,1
3,4128166000,58812,경기도 고양시 덕양구 화전동,27897,50007.33,2024,1
4,4128166000,46031,경기도 고양시 덕양구 화전동,27832,45950.11,2024,1
5,4128166000,304015,경기도 고양시 덕양구 화전동,27862,46257.37,2024,1
6,4128166000,416694,경기도 고양시 덕양구 화전동,27903,44519.67,2024,1
7,4128166000,475701,경기도 고양시 덕양구 화전동,27951,46624.32,2024,1
8,4128166000,432194,경기도 고양시 덕양구 화전동,27993,48861.72,2024,1
9,4128166000,621172,경기도 고양시 덕양구 화전동,27995,50313.55,2024,1
10,4128166000,758274,경기도 고양시 덕양구 화전동,27962,47894.42,2024,1
11,4128166000,760336,경기도 고양시 덕양구 화전동,27935,49240.59,2024,1
12,4128166000,683492,경기도 고양시 덕양구 화전동,27926,48812.1,2024,1
1,4128166000,429654,경기도 고양시 덕양구 화전동,27904,49076.88,2025,1
2,4128166000,130683,경기도 고양시 덕양구 화전동,27857,48247.25,2025,1
3,4128166000,74263,경기도 고양시 덕양구 화전동,27838,50576.31,2025,1
4,4128166000,47602,경기도 고양시 덕양구 화전동,27849,52541.89,2025,1
5,4128166000,25508,경기도 고양시 덕양구 화전동,27857,55164.6,2025,1
6,4128166000,36465,경기도 고양시 덕양구 화전동,27856,53162.6,2025,1
7,4128167000,297310,경기도 고양시 덕양구 대덕동,14769,50823.64,2023,1
8,4128167000,90966,경기도 고양시 덕양구 대덕동,14849,50325.21,2023,1
9,4128167000,48038,경기도 고양시 덕양구 대덕동,14998,61387.4,2023,1
10,4128167000,38310,경기도 고양시 덕양구 대덕동,15454,62854.29,2023,1
11,4128167000,73266,경기도 고양시 덕양구 대덕동,15810,59211.29,2023,1
12,4128167000,64896,경기도 고양시 덕양구 대덕동,16014,47425.44,2023,1
1,4128167000,100746,경기도 고양시 덕양구 대덕동,16121,117075.68,2024,1
2,4128167000,47316,경기도 고양시 덕양구 대덕동,16220,83829.07,2024,1
3,4128167000,22282,경기도 고양시 덕양구 대덕동,16361,111679.73,2024,1
4,4128167000,20928,경기도 고양시 덕양구 대덕동,16448,101945.53,2024,1
5,4128167000,31374,경기도 고양시 덕양구 대덕동,16539,104573.01,2024,1
6,4128167000,194108,경기도 고양시 덕양구 대덕동,16636,97401.89,2024,1
7,4128167000,73458,경기도 고양시 덕양구 대덕동,16671,94582.18,2024,1
8,4128167000,52198,경기도 고양시 덕양구 대덕동,16689,102702.42,2024,1
9,4128167000,64880,경기도 고양시 덕양구 대덕동,16751,106385.29,2024,1
10,4128167000,169057,경기도 고양시 덕양구 대덕동,16748,107461.58,2024,1
11,4128167000,64816,경기도 고양시 덕양구 대덕동,16701,99172.4,2024,1
12,4128167000,81692,경기도 고양시 덕양구 대덕동,16658,89164.65,2024,1
1,4128167000,87848,경기도 고양시 덕양구 대덕동,16638,86755.43,2025,1
2,4128167000,120218,경기도 고양시 덕양구 대덕동,16608,87610.65,2025,1
3,4128167000,28372,경기도 고양시 덕양구 대덕동,16681,108785.94,2025,1
4,4128167000,31392,경기도 고양시 덕양구 대덕동,16732,98686.44,2025,1
5,4128167000,44200,경기도 고양시 덕양구 대덕동,16755,97261.64,2025,1
6,4128167000,25370,경기도 고양시 덕양구 대덕동,16808,92353.7,2025,1
7,4128551000,51158742,경기도 고양시 일산동구 식사동,40604,142847.31,2023,1
8,4128551000,6256923,경기도 고양시 일산동구 식사동,40594,137301.23,2023,1
9,4128551000,541206,경기도 고양시 일산동구 식사동,40630,137095.17,2023,1
10,4128551000,614455,경기도 고양시 일산동구 식사동,40752,139814.27,2023,1
11,4128551000,413087,경기도 고양시 일산동구 식사동,40804,138269.6,2023,1
12,4128551000,497021,경기도 고양시 일산동구 식사동,40820,144228.05,2023,1
1,4128551000,465308,경기도 고양시 일산동구 식사동,40819,142236.44,2024,1
2,4128551000,201357,경기도 고양시 일산동구 식사동,40908,132349.25,2024,1
3,4128551000,143266,경기도 고양시 일산동구 식사동,40859,156094.72,2024,1
4,4128551000,299240,경기도 고양시 일산동구 식사동,40797,145850.73,2024,1
5,4128551000,290803,경기도 고양시 일산동구 식사동,40773,149250.56,2024,1
6,4128551000,360209,경기도 고양시 일산동구 식사동,40731,151070.75,2024,1
7,4128551000,456915,경기도 고양시 일산동구 식사동,40726,145837.1,2024,1
8,4128551000,341950,경기도 고양시 일산동구 식사동,40671,145136.02,2024,1
9,4128551000,786881,경기도 고양시 일산동구 식사동,40707,158652.8,2024,1
10,4128551000,472357,경기도 고양시 일산동구 식사동,40725,148902.02,2024,1
11,4128551000,540737,경기도 고양시 일산동구 식사동,40764,142931.55,2024,1
12,4128551000,717475,경기도 고양시 일산동구 식사동,40707,143215.45,2024,1
1,4128551000,251938,경기도 고양시 일산동구 식사동,40734,142899.34,2025,1
2,4128551000,138956,경기도 고양시 일산동구 식사동,40706,132538.31,2025,1
3,4128551000,194860,경기도 고양시 일산동구 식사동,40701,146675.78,2025,1
4,4128551000,67264,경기도 고양시 일산동구 식사동,40677,141042.48,2025,1
5,4128551000,123898,경기도 고양시 일산동구 식사동,40687,144385.56,2025,1
6,4128551000,79426,경기도 고양시 일산동구 식사동,40656,142370.62,2025,1
7,4128553000,27156499,경기도 고양시 일산동구 정발산동,22130,706247.9,2023,1
8,4128553000,3315832,경기도 고양시 일산동구 정발산동,22086,684324.3,2023,1
9,4128553000,216705,경기도 고양시 일산동구 정발산동,22032,643776.2,2023,1
10,4128553000,332273,경기도 고양시 일산동구 정발산동,21936,642073.56,2023,1
11,4128553000,367572,경기도 고양시 일산동구 정발산동,21925,623951.94,2023,1
12,4128553000,360539,경기도 고양시 일산동구 정발산동,21917,640870.1,2023,1
1,4128553000,459553,경기도 고양시 일산동구 정발산동,21939,616707.25,2024,1
2,4128553000,117805,경기도 고양시 일산동구 정발산동,21924,601014.44,2024,1
3,4128553000,65907,경기도 고양시 일산동구 정발산동,21939,683012.06,2024,1
4,4128553000,125786,경기도 고양시 일산동구 정발산동,21849,654830.56,2024,1
5,4128553000,209327,경기도 고양시 일산동구 정발산동,21756,649031.6,2024,1
6,4128553000,241804,경기도 고양시 일산동구 정발산동,21718,633755.44,2024,1
7,4128553000,490412,경기도 고양시 일산동구 정발산동,21603,650933.25,2024,1
8,4128553000,370814,경기도 고양시 일산동구 정발산동,21532,658571.6,2024,1
9,4128553000,289995,경기도 고양시 일산동구 정발산동,21519,699164.9,2024,1
10,4128553000,258107,경기도 고양시 일산동구 정발산동,21487,672978.5,2024,1
11,4128553000,345236,경기도 고양시 일산동구 정발산동,21472,635523.44,2024,1
12,4128553000,490388,경기도 고양시 일산동구 정발산동,21473,644594.25,2024,1
1,4128553000,230045,경기도 고양시 일산동구 정발산동,21453,670008.7,2025,1
2,4128553000,186846,경기도 고양시 일산동구 정발산동,21386,605366.0,2025,1
3,4128553000,87941,경기도 고양시 일산동구 정발산동,21410,647830.75,2025,1
4,4128553000,71892,경기도 고양시 일산동구 정발산동,21383,629362.7,2025,1
5,4128553000,68134,경기도 고양시 일산동구 정발산동,21343,650464.1,2025,1
6,4128553000,34476,경기도 고양시 일산동구 정발산동,21303,622369.0,2025,1
7,4128554000,76503886,경기도 고양시 일산동구 풍산동,37363,745996.56,2023,1
8,4128554000,10918033,경기도 고양시 일산동구 풍산동,37295,707705.4,2023,1
9,4128554000,703269,경기도 고양시 일산동구 풍산동,37235,699879.5,2023,1
10,4128554000,742402,경기도 고양시 일산동구 풍산동,37193,711291.0,2023,1
11,4128554000,612994,경기도 고양시 일산동구 풍산동,37168,713319.6,2023,1
12,4128554000,697663,경기도 고양시 일산동구 풍산동,37162,710733.56,2023,1
1,4128554000,472527,경기도 고양시 일산동구 풍산동,37096,716665.5,2024,1
2,4128554000,183099,경기도 고양시 일산동구 풍산동,37052,650252.9,2024,1
3,4128554000,183176,경기도 고양시 일산동구 풍산동,36939,730296.9,2024,1
4,4128554000,150872,경기도 고양시 일산동구 풍산동,36911,695392.9,2024,1
5,4128554000,327249,경기도 고양시 일산동구 풍산동,36906,703753.0,2024,1
6,4128554000,534468,경기도 고양시 일산동구 풍산동,36825,696883.5,2024,1
7,4128554000,543954,경기도 고양시 일산동구 풍산동,36875,712310.56,2024,1
8,4128554000,504597,경기도 고양시 일산동구 풍산동,36872,703322.4,2024,1
9,4128554000,718039,경기도 고양시 일산동구 풍산동,36824,748435.9,2024,1
10,4128554000,454637,경기도 고양시 일산동구 풍산동,36768,708606.2,2024,1
11,4128554000,499934,경기도 고양시 일산동구 풍산동,36762,684303.6,2024,1
12,4128554000,617487,경기도 고양시 일산동구 풍산동,36727,698057.8,2024,1
1,4128554000,353540,경기도 고양시 일산동구 풍산동,36696,719142.9,2025,1
2,4128554000,266782,경기도 고양시 일산동구 풍산동,36699,675373.94,2025,1
3,4128554000,213660,경기도 고양시 일산동구 풍산동,36655,714034.8,2025,1
4,4128554000,159762,경기도 고양시 일산동구 풍산동,36623,697241.0,2025,1
5,4128554000,112605,경기도 고양시 일산동구 풍산동,36613,728160.06,2025,1
6,4128554000,102134,경기도 고양시 일산동구 풍산동,36598,707588.8,2025,1
7,4128555100,30755726,경기도 고양시 일산동구 백석1동,29139,771681.5,2023,1
8,4128555100,3929586,경기도 고양시 일산동구 백석1동,29103,745289.8,2023,1
9,4128555100,614560,경기도 고양시 일산동구 백석1동,29040,752152.8,2023,1
10,4128555100,541296,경기도 고양시 일산동구 백석1동,29048,734578.1,2023,1
11,4128555100,562110,경기도 고양시 일산동구 백석1동,29043,770313.75,2023,1
12,4128555100,600906,경기도 고양시 일산동구 백석1동,29048,821123.75,2023,1
1,4128555100,362204,경기도 고양시 일산동구 백석1동,29009,787753.56,2024,1
2,4128555100,147146,경기도 고양시 일산동구 백석1동,28992,702832.9,2024,1
3,4128555100,105928,경기도 고양시 일산동구 백석1동,28878,788389.6,2024,1
4,4128555100,141676,경기도 고양시 일산동구 백석1동,28799,775446.6,2024,1
5,4128555100,283018,경기도 고양시 일산동구 백석1동,28764,758487.75,2024,1
6,4128555100,346450,경기도 고양시 일산동구 백석1동,28725,730908.1,2024,1
7,4128555100,485362,경기도 고양시 일산동구 백석1동,28626,761418.06,2024,1
8,4128555100,456358,경기도 고양시 일산동구 백석1동,28645,772874.5,2024,1
9,4128555100,462200,경기도 고양시 일산동구 백석1동,28621,792244.06,2024,1
10,4128555100,371538,경기도 고양시 일산동구 백석1동,28600,753022.1,2024,1
11,4128555100,510132,경기도 고양시 일산동구 백석1동,28622,759885.94,2024,1
12,4128555100,585398,경기도 고양시 일산동구 백석1동,28608,778448.8,2024,1
1,4128555100,314248,경기도 고양시 일산동구 백석1동,28539,789959.9,2025,1
2,4128555100,213882,경기도 고양시 일산동구 백석1동,28538,729149.44,2025,1
3,4128555100,142176,경기도 고양시 일산동구 백석1동,28513,745425.5,2025,1
4,4128555100,103746,경기도 고양시 일산동구 백석1동,28536,700147.3,2025,1
5,4128555100,62150,경기도 고양시 일산동구 백석1동,28540,732736.3,2025,1
6,4128555100,93062,경기도 고양시 일산동구 백석1동,28473,710070.7,2025,1
7,4128555200,29675708,경기도 고양시 일산동구 백석2동,20146,1405389.8,2023,1
8,4128555200,3517941,경기도 고양시 일산동구 백석2동,20126,1301341.4,2023,1
9,4128555200,446222,경기도 고양시 일산동구 백석2동,20122,1271995.6,2023,1
10,4128555200,429917,경기도 고양시 일산동구 백석2동,20061,1313787.5,2023,1
11,4128555200,495275,경기도 고양시 일산동구 백석2동,20058,1235780.0,2023,1
12,4128555200,592192,경기도 고양시 일산동구 백석2동,20097,1291024.8,2023,1
1,4128555200,350948,경기도 고양시 일산동구 백석2동,20097,1271762.6,2024,1
2,4128555200,152493,경기도 고양시 일산동구 백석2동,20111,1148192.4,2024,1
3,4128555200,100787,경기도 고양시 일산동구 백석2동,20091,1279131.2,2024,1
4,4128555200,99834,경기도 고양시 일산동구 백석2동,20030,1219298.4,2024,1
5,4128555200,251950,경기도 고양시 일산동구 백석2동,20004,1239840.9,2024,1
6,4128555200,355605,경기도 고양시 일산동구 백석2동,20010,1225547.8,2024,1
7,4128555200,361669,경기도 고양시 일산동구 백석2동,20077,1246022.8,2024,1
8,4128555200,402317,경기도 고양시 일산동구 백석2동,20098,1235072.4,2024,1
9,4128555200,450267,경기도 고양시 일산동구 백석2동,20082,1256474.1,2024,1
10,4128555200,498968,경기도 고양시 일산동구 백석2동,20049,1132573.6,2024,1
11,4128555200,430739,경기도 고양시 일산동구 백석2동,20060,1115942.0,2024,1
12,4128555200,570479,경기도 고양시 일산동구 백석2동,20040,1134260.1,2024,1
1,4128555200,244147,경기도 고양시 일산동구 백석2동,20020,1171494.2,2025,1
2,4128555200,182842,경기도 고양시 일산동구 백석2동,20064,1081095.9,2025,1
3,4128555200,119067,경기도 고양시 일산동구 백석2동,20083,1158518.8,2025,1
4,4128555200,78198,경기도 고양시 일산동구 백석2동,20066,1232716.4,2025,1
5,4128555200,92591,경기도 고양시 일산동구 백석2동,20103,1229784.4,2025,1
6,4128555200,55103,경기도 고양시 일산동구 백석2동,20108,1194395.8,2025,1
7,4128556000,76517309,경기도 고양시 일산동구 마두1동,23090,656027.3,2023,1
8,4128556000,11528403,경기도 고양시 일산동구 마두1동,23104,648763.25,2023,1
9,4128556000,337532,경기도 고양시 일산동구 마두1동,23074,614930.6,2023,1
10,4128556000,300748,경기도 고양시 일산동구 마두1동,23057,632579.75,2023,1
